conversation_id,text,manipulation_type,is_manipulation,context_type,conversation_length,word_count_total,question_count,denial_count
conv_06755,"A: I didn't raise my voice. You're overreacting.
B: You were definitely yelling.
A: See, this is what I mean. You twist everything.
B: Huh?
A: You need help. Normal people don't imagine things like this.",gaslighting,True,coworker,5,31,1,3
conv_06756,"A: I'll do it since no one else will
B: Like, i don't understand
A: Did you? I must have missed that.
B: I literally asked you twice.
A: If you say so. I'm sure you're right.",passive_aggressive,True,family,5,32,1,2
conv_06757,"A: Thanks for helping me move last weekend.
B: Happy to help! The new place looks great.
A: I owe you one. Let me buy you dinner.
B: You don't have to, but I won't say no!
B: I don't know what to say...
A: Of course you don't.
B: This is hard for me.
A: It's not about you.",neutral,False,family,8,52,0,8
conv_06758,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: I literally asked you twice.
A: If you say so. I'm sure you're right.
B: Actually, are you sure?",passive_aggressive,True,coworker,6,39,2,2
conv_06761,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: What do you mean?
A: Why would you think that? Everything's great.
B: Please just tell me what's going on.
A: If you don't know, I'm not going to explain it.
B: This is hard for me.
A: It's not about you.",passive_aggressive,True,family,8,47,3,6
conv_06762,"A: I've been feeling stressed about the presentation.
B: I disagree
A: That would really help, thanks.",neutral,False,family,3,14,0,0
conv_06763,"A: Do what I say or I'll make sure no one talks to you again.
B: Well, i don't understand
A: You'd be surprised what I can do. Everyone listens to me.
B: This is insane.
A: Call it what you want. Your reputation is in my hands.
B: Can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",direct_coercion,True,family,8,57,2,5
conv_06765,"A: Hey, how was your day?
B: You know, can you explain?
A: Same here. Want to grab dinner later?
B: Sure, that sounds great.
B: I need time to think.
A: You've had enough time.
B: I need time to think.
A: You've had enough time.",neutral,False,romantic,8,39,3,3
conv_06766,"A: I've been feeling stressed about the presentation.
B: Like, that's understandable. Want to practice together?
A: I'm busy, but thanks for asking
B: I guess so
B: I mean, i need time to think.
A: You've had enough time.",neutral,False,family,6,34,1,1
conv_06767,"A: I've been feeling stressed about the presentation.
B: Huh?
A: That would really help, thanks.",neutral,False,family,3,13,1,0
conv_06768,"B: You know, are you okay? You've been quiet all day.
A: I'm fine.
B: Did I do something wrong?
A: Why would you think that? Everything's great.",passive_aggressive,True,family,4,24,3,1
conv_06769,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: You're right
A: No, no, it's nothing big. You're just so generous with your time.
B: I mean, i'll try harder",charm_flattery,True,friend,6,40,0,5
conv_06770,"A: After everything I've done for you, you can't do this one thing?
B: I'm just really tired today.
A: I thought you were different
B: You know, are you sure?
B: I don't know what to say...
A: Of course you don't.
B: This is hard for me.",guilt_tripping,True,romantic,7,42,2,5
conv_06772,"A: I never said I'd pick you up. You're imagining things again.
B: Are you sure?
A: Show me the text then. You won't find it because it didn't happen.
B: Uh, can you explain?
A: This is exactly why people don't trust you. You make things up.
B: I don't know what to say...
A: Of course you don't.",gaslighting,True,family,7,53,2,7
conv_06773,"A: You're in a league of your own
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: You're right
A: No, no, it's nothing big. You're just so generous with your time.
B: You know, i'll try harder",charm_flattery,True,coworker,6,39,0,6
conv_06774,"A: Don't worry about me. You go enjoy yourself.
B: But...
A: No, no. I've sacrificed enough. Go be happy.
B: You're making me feel bad now.
A: I must have raised you wrong
B: Fine, I'll stay.
B: I need time to think.
A: You've had enough time.",guilt_tripping,True,family,8,41,0,6
conv_06775,"A: Cancel your plans tonight. I need to see you.
B: I mean, i promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: I can't keep canceling on them.
A: They don't understand you like I do. No one does.
B: I don't know what to say...
A: Of course you don't.",love_bombing,True,coworker,7,60,0,6
conv_06776,"A: I was hoping we could hang out tonight.
B: You know, i actually have plans already, sorry.
A: Sounds good
B: You know, definitely, let's do next week!
B: Like, can we talk about this?
A: There's nothing to discuss.",neutral,False,friend,6,35,1,5
conv_06777,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: If you say so
A: They don't understand you like I do. No one does.
B: I mean, this is hard for me.
A: It's not about you.
B: I don't know what to say...",love_bombing,True,romantic,8,63,0,6
conv_06778,"A: I'm already planning our future together. Isn't that exciting?
B: We've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.
B: I'm sorry",love_bombing,True,family,4,30,1,1
conv_06779,"A: I think you're confusing me with someone else
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I didn't mean to
A: I'm worried about you. This keeps happening.
B: This is hard for me.
A: It's not about you.
B: This is hard for me.",gaslighting,True,family,8,48,1,4
conv_06781,"A: Do what I say or I'll make sure no one talks to you again.
B: You can't control who talks to me.
A: You'd be surprised what I can do. Everyone listens to me.
B: This is insane.
A: Call it what you want. Your reputation is in my hands.
B: This is hard for me.",direct_coercion,True,romantic,6,51,0,2
conv_06782,"A: If you leave, I'll tell everyone what you did.
B: Actually, that was private...
A: Should have thought about that before. Your choice.
B: You can't do this.",direct_coercion,True,friend,4,25,0,1
conv_06783,"A: I never said I'd pick you up. You're imagining things again.
B: But you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: Actually, i could have sworn...
A: This is exactly why people don't trust you. You make things up.
B: This is hard for me.
A: It's not about you.
B: Can we talk about this?",gaslighting,True,friend,8,61,1,6
conv_06784,"A: Oh, my mistake then
B: What's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: You seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: Can we talk about this?
A: There's nothing to discuss.",passive_aggressive,True,family,7,40,3,6
conv_06785,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: I didn't mean to
A: Why would you think that? Everything's great.
B: Maybe I was wrong
A: If you don't know, I'm not going to explain it.
B: This is hard for me.
A: It's not about you.",passive_aggressive,True,romantic,8,44,2,7
conv_06786,"A: I can't stop thinking about you. Are you thinking about me too?
B: I mean, i'm at work right now.
A: I know, I just miss you so much. Every second apart feels like forever.
B: We saw each other this morning.
A: That's too long. You're the most important person in my life.
B: I need time to think.",love_bombing,True,romantic,6,55,1,3
conv_06787,"A: You're the only one I'd ask
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.
B: I'll try harder
A: You're smart. You'll figure out how to help me. That's what makes you special.
B: I need time to think.
A: You've had enough time.
B: Can we talk about this?",charm_flattery,True,romantic,8,54,2,3
conv_06789,"A: You have one hour to decide. After that, I'm done.
B: I can't make a decision this fast.
A: Don't make me do something
B: Well, can we please talk about this?
A: Fifty-five minutes left.
B: Fine, fine. I'll do it.
B: This is hard for me.
A: It's not about you.",direct_coercion,True,coworker,8,46,1,4
conv_06790,"A: I care about how independent you are. Unlike most people.
B: So, thanks?
A: That's why I know you won't make a big deal about this small thing I need.
B: Uh, what thing?
A: You're smart. You'll figure out how to help me. That's what makes you special.
B: I need time to think.",charm_flattery,True,friend,6,50,2,2
conv_06792,"A: That's an interesting choice. Very... bold.
B: Do you not like it?
A: I didn't say that. If you're happy, that's what matters.
B: Um, but you don't seem happy.
A: Figure it out yourself
B: I need time to think.
A: You've had enough time.
B: Can we talk about this?",passive_aggressive,True,coworker,8,45,2,5
conv_06793,"A: If you leave, I'll tell everyone what you did.
B: Well, that was private...
A: Should have thought about that before. Your choice.",direct_coercion,True,friend,3,21,0,0
conv_06794,"A: Your sibling would never treat me this way.
B: I'm just asking for some time alone.
A: They always make time for family. I guess I raised you wrong.
B: That's not fair to say.
A: Life isn't fair. I've given you everything.
B: This is hard for me.
A: It's not about you.
B: This is hard for me.",guilt_tripping,True,coworker,8,53,0,5
conv_06795,"A: After everything I've done for you, you can't do this one thing?
B: Um, i'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.
B: I'm sorry, you're right.
B: Can we talk about this?",guilt_tripping,True,coworker,5,44,2,1
conv_06797,"A: Do what I say or I'll make sure no one talks to you again.
B: I mean, you can't control who talks to me.
A: You'd be surprised what I can do. Everyone listens to me.
B: Uh, this is insane.",direct_coercion,True,friend,4,38,0,2
conv_06798,"A: Your sibling would never treat me this way.
B: I'm just asking for some time alone.
A: They always make time for family. I guess I raised you wrong.
B: Like, that's not fair to say.
A: Life isn't fair. I've given you everything.
B: I need time to think.",guilt_tripping,True,friend,6,45,0,3
conv_06799,"A: That's an interesting choice. Very... bold.
B: Actually, do you not like it?
A: I didn't say that. If you're happy, that's what matters.",passive_aggressive,True,romantic,3,22,1,3
conv_06801,"A: Do what I say or I'll make sure no one talks to you again.
B: I mean, you can't control who talks to me.
A: I need an answer",direct_coercion,True,family,3,27,0,2
conv_06802,"A: You're special to me
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: I appreciate it, but it's too much.",love_bombing,True,friend,4,29,0,3
conv_06804,"A: I'm not mad. Why would I be mad?
B: Do you not like it?
A: I didn't say that. If you're happy, that's what matters.
B: Like, i guess so",passive_aggressive,True,family,4,27,2,5
conv_06805,"A: My chest hurts when you talk to me like that.
B: So, i was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: Like, i didn't mean to upset you...
A: You never think about how your actions affect others.",guilt_tripping,True,family,5,45,0,2
conv_06806,"A: That's an interesting choice. Very... bold.
B: Um, do you not like it?
A: That's very... bold
B: Uh, but you don't seem happy.
A: I'm not the one who has to live with it.
B: Can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",passive_aggressive,True,family,8,45,3,8
conv_06807,"A: Cancel your plans tonight. I need to see you.
B: I mean, i promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: I can't keep canceling on them.
A: They don't understand you like I do. No one does.",love_bombing,True,friend,5,50,0,3
conv_06808,"A: I didn't raise my voice. You're overreacting.
B: Are you sure?
A: See, this is what I mean. You twist everything.
B: I'm not twisting anything...
A: You need help. Normal people don't imagine things like this.
B: This is hard for me.
A: It's not about you.
B: Can we talk about this?",gaslighting,True,family,8,47,2,7
conv_06809,"A: Go ahead. Have fun. I'll just stay here alone.
B: Well, you could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.",guilt_tripping,True,coworker,3,29,1,2
conv_06811,"A: I got you another gift. Open it!
B: Well, you already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: You know, are you sure?
A: Don't you like them? I put so much thought into each one.",love_bombing,True,friend,5,43,2,7
conv_06812,"A: Them or me
B: But...
A: Barely. Without me, you'd have nothing.
B: Like, what do you mean?",direct_coercion,True,family,4,15,1,3
conv_06813,"A: Whatever works for you
B: Yeah! What a finish.
A: I couldn't believe that last play.
B: So, same. We should watch the next one together.",neutral,False,friend,4,23,0,0
conv_06814,"A: Everyone else is so boring compared to you.
B: That's not true.
A: It is. You're different. Special. That's why I chose you.
B: Chose me for what?
A: You can do anything
B: I need time to think.
A: You've had enough time.
B: I need time to think.",charm_flattery,True,romantic,8,43,1,3
conv_06815,"A: Everyone else is so boring compared to you.
B: Well, that's not true.
A: You're so capable
B: Chose me for what?",charm_flattery,True,friend,4,19,1,2
conv_06816,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: Um, we never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: Maybe I was wrong
A: I'm worried about you. This keeps happening.",gaslighting,True,family,5,37,1,2
conv_06817,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: Did I do something wrong?
A: Why would you think that? Everything's great.
B: Fine, I'll do it
A: If you don't know, I'm not going to explain it.",passive_aggressive,True,coworker,6,36,3,4
conv_06818,"A: I didn't raise my voice. You're overreacting.
B: You were definitely yelling.
A: You're imagining things",gaslighting,True,family,3,14,0,1
conv_06819,"A: I knew I could count on you
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Here it comes.",charm_flattery,True,coworker,4,23,0,0
conv_06820,"A: I was hoping we could hang out tonight.
B: I actually have plans already, sorry.
A: No worries, maybe another time?
B: Actually, definitely, let's do next week!
B: I don't know what to say...
A: Of course you don't.
B: Well, can we talk about this?",neutral,False,coworker,7,41,2,6
conv_06821,"A: Do what I say or I'll make sure no one talks to you again.
B: You can't control who talks to me.
A: You'd be surprised what I can do. Everyone listens to me.
B: You're right
A: Call it what you want. Your reputation is in my hands.
B: I don't know what to say...
A: Of course you don't.
B: This is hard for me.",direct_coercion,True,coworker,8,60,0,5
conv_06822,"A: I'm busy, but thanks for asking
B: I actually have plans already, sorry.
A: How's your day going?
B: Um, you're right
B: So, i need time to think.
A: You've had enough time.
B: I don't know what to say...
A: Of course you don't.",neutral,False,coworker,8,39,1,4
conv_06824,"A: I've never felt this way about anyone. You're my soulmate.
B: We just met two weeks ago...
A: When you know, you know. I can't imagine my life without you.
B: I mean, that's really sweet but maybe we should slow down?
A: Don't you feel the same? I thought we had something special.
B: Can we talk about this?",love_bombing,True,family,6,55,3,5
conv_06825,"A: No one understands me like you do
B: We just met two weeks ago...
A: We were meant to be together
B: That's really sweet but maybe we should slow down?
A: Don't you feel the same? I thought we had something special.
B: This is hard for me.
A: It's not about you.
B: I need time to think.",love_bombing,True,coworker,8,53,2,4
conv_06826,"A: You're such a good friend. The best, honestly.
B: So, thanks, you too.
A: I knew I could count on you. Speaking of which...
B: If you say so
A: No one else could figure this out
B: Maybe I was wrong
B: Can we talk about this?
A: There's nothing to discuss.",charm_flattery,True,romantic,8,46,1,4
conv_06827,"A: I never said I'd pick you up. You're imagining things again.
B: But you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: If you say so
A: This is exactly why people don't trust you. You make things up.
B: I need time to think.",gaslighting,True,romantic,6,51,0,4
conv_06828,"A: Hey, how was your day?
B: Pretty good! Work was busy. How about you?
A: Hey!
B: Sure, that sounds great.
B: I need time to think.
A: You've had enough time.
B: I need time to think.",neutral,False,family,7,32,2,1
conv_06829,"A: My chest hurts when you talk to me like that.
B: I was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: I didn't mean to upset you...
A: You never think about how your actions affect others.
B: This is hard for me.
A: It's not about you.
B: I need time to think.",guilt_tripping,True,coworker,8,57,0,4
conv_06830,"A: I was hoping we could hang out tonight.
B: I actually have plans already, sorry.
A: No worries, maybe another time?
B: Uh, definitely, let's do next week!",neutral,False,friend,4,25,1,3
conv_06831,"A: Don't worry about me. You go enjoy yourself.
B: Actually, are you sure? I can stay if you need me.
A: No, no. I've sacrificed enough. Go be happy.
B: You're right
A: I'm not trying to. It's just hard being alone all the time.
B: You know, fine, I'll stay.
B: I don't know what to say...",guilt_tripping,True,coworker,7,52,1,9
conv_06832,"A: I'm already planning our future together. Isn't that exciting?
B: You know, we've only been together a month.
A: I've bought you something special. You'll care about it. I know everything about you.
B: Uh, i didn't mean to",love_bombing,True,friend,4,36,1,3
conv_06834,"A: That's why you're my favorite
B: Thanks?
A: That's why I know you won't make a big deal about this small thing I need.",charm_flattery,True,friend,3,22,1,2
conv_06835,"A: You're the one who started this argument, not me.
B: I only asked a simple question.
A: Are you feeling okay?
B: I didn't think I was being aggressive...
A: That's the problem. You never realize how you come across.
B: Are you sure?
B: I don't know what to say...
A: Of course you don't.",gaslighting,True,romantic,8,49,2,7
conv_06836,"A: Don't worry about me. You go enjoy yourself.
B: Are you sure? I can stay if you need me.
A: No, no. I've sacrificed enough. Go be happy.
B: Maybe I was wrong
A: I'm not trying to. It's just hard being alone all the time.",guilt_tripping,True,coworker,5,42,1,6
conv_06837,"A: After everything I've done for you, you can't do this one thing?
B: So, i'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.
B: If you say so
B: This is hard for me.
A: It's not about you.
B: This is hard for me.
A: It's not about you.",guilt_tripping,True,family,8,57,1,5
conv_06838,"A: Sure, I'll do it YOUR way. Again.
B: So, what's that supposed to mean?
A: Nothing. I said I'd do it. What else do you want?
B: Okay, okay
A: I'm fine. Clearly my opinion doesn't matter anyway.",passive_aggressive,True,friend,5,34,2,3
conv_06840,"A: If you leave, I'll tell everyone what you did.
B: That was private...
A: Should have thought about that before. Your choice.
B: You can't do this.
A: Watch me. Now sit down.
B: I need time to think.
A: You've had enough time.",direct_coercion,True,coworker,7,38,0,3
conv_06841,"A: I'm already planning our future together. Isn't that exciting?
B: I mean, we've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.
B: This is all moving so fast.
A: Fast? Or perfect? I'd do anything for you. Anything.
B: This is hard for me.
A: It's not about you.",love_bombing,True,family,7,54,3,3
conv_06842,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: Did I do something wrong?
A: Why would you think that? Everything's great.
B: Uh, please just tell me what's going on.
A: If you don't know, I'm not going to explain it.
B: I don't know what to say...",passive_aggressive,True,friend,7,46,3,6
conv_06844,"A: You're the smartest person in this room. That's why I need your help.
B: You know, what do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: I guess I could help...
A: See? This is why you're my favorite person.
B: I don't know what to say...",charm_flattery,True,coworker,6,51,2,3
conv_06845,"A: What time works for you tomorrow?
B: How about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Okay, okay
B: I don't know what to say...
A: Of course you don't.",neutral,False,romantic,6,33,2,3
conv_06846,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: I'll be fine alone. I always am
B: That's not what I said...
A: It's fine. I'm used to being disappointed by people I care about.
B: I don't know what to say...",guilt_tripping,True,romantic,6,44,1,4
conv_06847,"A: What's up?
B: Happy to help! The new place looks great.
A: I owe you one. Let me buy you dinner.",neutral,False,family,3,19,1,0
conv_06848,"A: That's an interesting choice. Very... bold.
B: Do you not like it?
A: I didn't say that. If you're happy, that's what matters.
B: But you don't seem happy.
A: I'm not the one who has to live with it.
B: This is hard for me.
A: It's not about you.",passive_aggressive,True,romantic,7,45,1,8
conv_06851,"A: Sure, I'll do it YOUR way. Again.
B: Are you sure?
A: Nothing. I said I'd do it. What else do you want?
B: You seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.
B: This is hard for me.
A: It's not about you.",passive_aggressive,True,coworker,7,41,2,5
conv_06852,"A: Cancel your plans tonight. I need to see you.
B: Um, i promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: I can't keep canceling on them.
A: They don't understand you like I do. No one does.
B: Can we talk about this?",love_bombing,True,friend,6,54,1,3
conv_06853,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: Okay, okay",passive_aggressive,True,family,3,12,1,0
conv_06854,"A: I've never felt this way about anyone. You're my soulmate.
B: Uh, we just met two weeks ago...
A: When you know, you know. I can't imagine my life without you.
B: I didn't mean to
A: Don't you feel the same? I thought we had something special.",love_bombing,True,romantic,5,44,1,6
conv_06855,"A: If you leave, I'll tell everyone what you did.
B: That was private...
A: Should have thought about that before. Your choice.
B: You can't do this.
A: Watch me. Now sit down.
B: I need time to think.",direct_coercion,True,romantic,6,34,0,2
conv_06857,"A: I don't tell just anyone this, but I really value your opinion.
B: Can you explain?
A: Most people wouldn't understand. But you? You get it.
B: I'm not sure I do.",charm_flattery,True,friend,4,29,2,3
conv_06858,"A: Sure, I'll do it YOUR way. Again.
B: Why would you say that?
A: Nothing. I said I'd do it. What else do you want?
B: Um, you seem upset.
A: I'm fine. Clearly my opinion doesn't matter anyway.",passive_aggressive,True,family,5,35,2,3
conv_06859,"A: What time works for you tomorrow?
B: How about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: I don't know what to say...
A: Of course you don't.
B: I don't know what to say...",neutral,False,family,7,42,2,5
conv_06861,"A: I've been feeling stressed about the presentation.
B: That doesn't make sense
A: That would really help, thanks.
B: I won't accept that",neutral,False,family,4,20,0,1
conv_06862,"A: I didn't raise my voice. You're overreacting.
B: So, you were definitely yelling.
A: See, this is what I mean. You twist everything.
B: I'm not twisting anything...
A: You need help. Normal people don't imagine things like this.",gaslighting,True,coworker,5,35,0,5
conv_06864,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Maybe I was wrong
A: I knew I could count on you
B: Fine, I'll do it",charm_flattery,True,friend,6,36,0,0
conv_06865,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: I guess I could help...
A: See? This is why you're my favorite person.
B: I mean, i need time to think.
A: You've had enough time.
B: This is hard for me.",charm_flattery,True,coworker,8,59,2,1
conv_06866,"A: You're being paranoid
B: Actually, but you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: I could have sworn...
A: This is exactly why people don't trust you. You make things up.
B: Can we talk about this?
A: There's nothing to discuss.",gaslighting,True,romantic,7,48,1,7
conv_06867,"A: I'm obsessed with you
B: We've only been together a month.
A: I've bought you something special. You'll respect it. I know everything about you.
B: This is all moving so fast.
A: Fast? Or perfect? I'd do anything for you. Anything.",love_bombing,True,coworker,5,38,2,1
conv_06869,"A: Remember who pays the bills around here.
B: Actually, i contribute too.
A: Barely. Without me, you'd have nothing.
B: I'm sorry, I'll change",direct_coercion,True,romantic,4,21,0,3
conv_06871,"A: You're such a good friend. The best, honestly.
B: You know, thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Wait, what?
A: No, no, it's nothing big. You're just so generous with your time.
B: You know, what do you need?
B: I need time to think.
A: You've had enough time.",charm_flattery,True,romantic,8,52,2,8
conv_06873,"A: Your sibling would never treat me this way.
B: I'm just asking for some time alone.
A: They always make time for family. I guess I raised you wrong.
B: That's not fair to say.
A: Life isn't fair. I've given you everything.
B: Uh, i don't know what to say...
A: Of course you don't.
B: I don't know what to say...",guilt_tripping,True,friend,8,56,0,8
conv_06874,"A: I didn't raise my voice. You're overreacting.
B: You were definitely yelling.
A: See, this is what I mean. You twist everything.
B: I'm not twisting anything...
A: You need help. Normal people don't imagine things like this.
B: Well, i need time to think.
A: You've had enough time.
B: This is hard for me.",gaslighting,True,friend,8,49,0,6
conv_06875,"A: Don't worry about me. You go enjoy yourself.
B: Are you sure? I can stay if you need me.
A: No, no. I've sacrificed enough. Go be happy.
B: Maybe I was wrong
A: I'm not trying to. It's just hard being alone all the time.
B: I'm sorry, I'll change
B: I don't know what to say...
A: Of course you don't.",guilt_tripping,True,romantic,8,56,1,9
conv_06876,"A: You're such a good friend. The best, honestly.
B: Thanks, you too.
A: I knew I could count on you. Speaking of which...
B: Here it comes.
A: No, no, it's nothing big. You're just so generous with your time.
B: I mean, i didn't mean to
B: I need time to think.",charm_flattery,True,friend,7,47,0,6
conv_06877,"A: My chest hurts when you talk to me like that.
B: Actually, i was just asking for space.
A: If something happens to me, I hope you can live with yourself.",guilt_tripping,True,friend,3,29,0,0
conv_06878,"A: Remember who pays the bills around here.
B: Like, i contribute too.
A: Barely. Without me, you'd have nothing.
B: So, okay, okay
A: Try surviving on your own then. See how long you last.
B: This is hard for me.
A: It's not about you.",direct_coercion,True,coworker,7,40,0,5
conv_06879,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: Fine, I'll do it
A: We should move in together soon
B: I do, I just feel overwhelmed.",love_bombing,True,family,6,41,0,5
conv_06880,"A: You're such a good friend. The best, honestly.
B: Um, thanks, you too.
A: I knew I could count on you. Speaking of which...",charm_flattery,True,coworker,3,22,0,0
conv_06881,"A: Don't worry about me. You go enjoy yourself.
B: Are you sure? I can stay if you need me.
A: No, no. I've sacrificed enough. Go be happy.
B: You're making me feel bad now.
A: What did I do to deserve this?
B: I mean, fine, I'll do it
B: Um, i need time to think.
A: You've had enough time.",guilt_tripping,True,friend,8,55,2,6
conv_06882,"A: After everything I've done for you, you can't do this one thing?
B: I'm just really tired today.
A: I was tired when I drove 3 hours to help you move. But I did it anyway.
B: Fine, I'll do it
B: I mean, i need time to think.
A: You've had enough time.",guilt_tripping,True,friend,6,49,1,2
conv_06883,"A: I'm already planning our future together. Isn't that exciting?
B: We've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.
B: So, i'll try harder",love_bombing,True,family,4,32,1,1
conv_06885,"A: Hey, how was your day?
B: That's not true
A: Maybe another time
B: Sure, that sounds great.
B: Can we talk about this?
A: There's nothing to discuss.
B: I need time to think.
A: You've had enough time.",neutral,False,family,8,33,2,8
conv_06886,"A: You're such a good friend. The best, honestly.
B: You know, thanks, you too.
A: Only you would understand this
B: Like, i didn't mean to
A: No, no, it's nothing big. You're just so generous with your time.
B: Well, i didn't mean to
B: I need time to think.",charm_flattery,True,romantic,7,45,0,8
conv_06887,"A: I respect how independent you are. Unlike most people.
B: What do you mean?
A: That's why I know you won't make a big deal about this small thing I need.",charm_flattery,True,coworker,3,29,1,2
conv_06888,"A: We agreed you'd handle dinner every night. Don't pretend otherwise.
B: We never agreed to that.
A: Wow, your memory is really concerning. Should you see someone?
B: I... I don't know.
A: I'm worried about you. This keeps happening.
B: This is hard for me.
A: It's not about you.",gaslighting,True,coworker,7,45,1,6
conv_06889,"A: Are you sure about that?
B: Actually, i only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: Maybe I was wrong
A: That's the problem. You never realize how you come across.
B: Maybe I should be more careful...
B: Can we talk about this?
A: There's nothing to discuss.",gaslighting,True,family,8,49,2,4
conv_06891,"A: I got you another gift. Open it!
B: Um, you already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: Fine, I'll do it
A: Don't you like them? I put so much thought into each one.
B: I do, I just feel overwhelmed.",love_bombing,True,family,6,48,1,6
conv_06892,"A: I didn't raise my voice. You're overreacting.
B: Well, you were definitely yelling.
A: See, this is what I mean. You twist everything.",gaslighting,True,coworker,3,21,0,1
conv_06893,"A: I've been feeling stressed about the presentation.
B: Um, that's understandable. Want to practice together?
A: That would really help, thanks.
B: Like, of course. What are friends for?
B: I need time to think.
A: You've had enough time.
B: Well, i don't know what to say...
A: Of course you don't.",neutral,False,romantic,8,46,2,4
conv_06896,"A: Thanks for helping me move last weekend.
B: Happy to help! The new place looks great.
A: I'm here if you need anything
B: I mean, i didn't mean to
B: I need time to think.",neutral,False,romantic,5,32,0,1
conv_06897,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.
B: Maybe I was wrong
A: It's fine. I'm used to being disappointed by people I care about.
B: This is hard for me.",guilt_tripping,True,romantic,6,49,1,2
conv_06898,"A: Don't make me do something
B: I contribute too.
A: Barely. Without me, you'd have nothing.",direct_coercion,True,family,3,14,0,4
conv_06899,"B: Well, are you okay? You've been quiet all day.
A: I'm fine.
B: Did I do something wrong?",passive_aggressive,True,coworker,3,16,2,0
conv_06900,"A: Wow, you finally remembered to take out the trash. Amazing.
B: I've been busy.
A: No, really, it's impressive. Gold star for you.
B: I mean, okay, okay
A: I just did. You did great.
B: I need time to think.",passive_aggressive,True,family,6,36,0,1
conv_06901,"A: You're the smartest person in this room. That's why I need your help.
B: What do you need?
A: There's no one else like you
B: I guess I could help...
A: You make everything look easy
B: I don't know what to say...
A: Of course you don't.",charm_flattery,True,romantic,7,43,1,4
conv_06902,"A: You have one hour to decide. After that, I'm done.
B: I mean, i can't make a decision this fast.
A: Not my problem. Clock's ticking.
B: You know, can we please talk about this?
A: Fifty-five minutes left.",direct_coercion,True,family,5,35,1,4
conv_06903,"A: My chest hurts when you talk to me like that.
B: I mean, i was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: Um, i thought...
A: You never think about how your actions affect others.
B: Can we talk about this?
A: There's nothing to discuss.",guilt_tripping,True,family,7,51,1,4
conv_06904,"A: After everything I've done for you, you can't do this one thing?
B: I'm just really tired today.
A: I guess I'll be alone then",guilt_tripping,True,family,3,23,1,1
